Area_name,Area_type,Average_2018_2019,Category,Count,Month,Type,Variation (%)
South Lanarkshire,HSC partnership,139.5,Male,130,2020-11-01,sex,-6.8
West Dunbartonshire,HSC partnership,44,Male,41,2020-11-01,sex,-6.8
West Lothian,HSC partnership,77.5,Male,41,2020-11-01,sex,-47.1
Western Isles,HSC partnership,11.5,Male,13,2020-11-01,sex,13
Aberdeen City,HSC partnership,41.5,Other,23,2020-11-01,injurylocation,-44.6
Aberdeenshire,HSC partnership,39.5,Other,31,2020-11-01,injurylocation,-21.5
Angus,HSC partnership,29,Other,16,2020-11-01,injurylocation,-44.8
Argyll & Bute,HSC partnership,22.5,Other,15,2020-11-01,injurylocation,-33.3
Clackmannanshire & Stirling,HSC partnership,18,Other,19,2020-11-01,injurylocation,5.6
Dumfries & Galloway,HSC partnership,30.5,Other,33,2020-11-01,injurylocation,8.2
Dundee City,HSC partnership,31.5,Other,22,2020-11-01,injurylocation,-30.2
East Ayrshire,HSC partnership,19,Other,16,2020-11-01,injurylocation,-15.8
East Dunbartonshire,HSC partnership,13.5,Other,7,2020-11-01,injurylocation,-48.1
East Lothian,HSC partnership,12,Other,11,2020-11-01,injurylocation,-8.3
East Renfrewshire,HSC partnership,12.5,Other,8,2020-11-01,injurylocation,-36
Edinburgh,HSC partnership,82,Other,64,2020-11-01,injurylocation,-22
Falkirk,HSC partnership,22,Other,15,2020-11-01,injurylocation,-31.8
Fife,HSC partnership,74.5,Other,65,2020-11-01,injurylocation,-12.8
Glasgow City,HSC partnership,70,Other,51,2020-11-01,injurylocation,-27.1
Highland,HSC partnership,30,Other,24,2020-11-01,injurylocation,-20
Inverclyde,HSC partnership,11,Other,11,2020-11-01,injurylocation,0
Midlothian,HSC partnership,18,Other,6,2020-11-01,injurylocation,-66.7
Moray,HSC partnership,7.5,Other,15,2020-11-01,injurylocation,100
North Ayrshire,HSC partnership,19,Other,16,2020-11-01,injurylocation,-15.8
North Lanarkshire,HSC partnership,45.5,Other,25,2020-11-01,injurylocation,-45.1
Perth & Kinross,HSC partnership,23.5,Other,27,2020-11-01,injurylocation,14.9
Renfrewshire,HSC partnership,28,Other,26,2020-11-01,injurylocation,-7.1
Scottish Borders,HSC partnership,20.5,Other,11,2020-11-01,injurylocation,-46.3
South Ayrshire,HSC partnership,16.5,Other,17,2020-11-01,injurylocation,3
South Lanarkshire,HSC partnership,38.5,Other,32,2020-11-01,injurylocation,-16.9
West Dunbartonshire,HSC partnership,13.5,Other,11,2020-11-01,injurylocation,-18.5
West Lothian,HSC partnership,21,Other,14,2020-11-01,injurylocation,-33.3
Aberdeen City,HSC partnership,55.5,Undisclosed,29,2020-11-01,injurylocation,-47.7
Aberdeenshire,HSC partnership,43,Undisclosed,28,2020-11-01,injurylocation,-34.9
Angus,HSC partnership,44,Undisclosed,25,2020-11-01,injurylocation,-43.2
Argyll & Bute,HSC partnership,31.5,Undisclosed,23,2020-11-01,injurylocation,-27
Clackmannanshire & Stirling,HSC partnership,57.5,Undisclosed,46,2020-11-01,injurylocation,-20
Dumfries & Galloway,HSC partnership,20.5,Undisclosed,29,2020-11-01,injurylocation,41.5
Dundee City,HSC partnership,61,Undisclosed,35,2020-11-01,injurylocation,-42.6
East Ayrshire,HSC partnership,51,Undisclosed,33,2020-11-01,injurylocation,-35.3
East Dunbartonshire,HSC partnership,54.5,Undisclosed,45,2020-11-01,injurylocation,-17.4
East Lothian,HSC partnership,31,Undisclosed,18,2020-11-01,injurylocation,-41.9
East Renfrewshire,HSC partnership,42,Undisclosed,31,2020-11-01,injurylocation,-26.2
Edinburgh,HSC partnership,124,Undisclosed,75,2020-11-01,injurylocation,-39.5
Falkirk,HSC partnership,64,Undisclosed,49,2020-11-01,injurylocation,-23.4
Fife,HSC partnership,112,Undisclosed,75,2020-11-01,injurylocation,-33
Glasgow City,HSC partnership,383.5,Undisclosed,252,2020-11-01,injurylocation,-34.3
Highland,HSC partnership,64,Undisclosed,89,2020-11-01,injurylocation,39.1
Inverclyde,HSC partnership,32.5,Undisclosed,36,2020-11-01,injurylocation,10.8
Midlothian,HSC partnership,21.5,Undisclosed,14,2020-11-01,injurylocation,-34.9
Moray,HSC partnership,30.5,Undisclosed,22,2020-11-01,injurylocation,-27.9
North Ayrshire,HSC partnership,50,Undisclosed,35,2020-11-01,injurylocation,-30
North Lanarkshire,HSC partnership,182.5,Undisclosed,118,2020-11-01,injurylocation,-35.3
Orkney Islands,HSC partnership,5,Undisclosed,5,2020-11-01,injurylocation,0
Perth & Kinross,HSC partnership,54.5,Undisclosed,42,2020-11-01,injurylocation,-22.9
Renfrewshire,HSC partnership,84.5,Undisclosed,48,2020-11-01,injurylocation,-43.2
Scottish Borders,HSC partnership,29.5,Undisclosed,15,2020-11-01,injurylocation,-49.2
Shetland Islands,HSC partnership,4,Undisclosed,5,2020-11-01,injurylocation,25
South Ayrshire,HSC partnership,40.5,Undisclosed,30,2020-11-01,injurylocation,-25.9
South Lanarkshire,HSC partnership,159.5,Undisclosed,122,2020-11-01,injurylocation,-23.5
West Dunbartonshire,HSC partnership,44.5,Undisclosed,38,2020-11-01,injurylocation,-14.6
West Lothian,HSC partnership,55,Undisclosed,18,2020-11-01,injurylocation,-67.3
Western Isles,HSC partnership,15.5,Undisclosed,9,2020-11-01,injurylocation,-41.9
Scotland,Scotland,237.5,0-4,213,2020-11-01,age,-10.3
Scotland,Scotland,1277.5,1 - most deprived,1011,2020-11-01,dep,-20.9
Scotland,Scotland,196,12-17,126,2020-11-01,age,-35.7
Scotland,Scotland,256,18-24,183,2020-11-01,age,-28.5
Scotland,Scotland,1096,2,921,2020-11-01,dep,-16
Scotland,Scotland,748,25-44,597,2020-11-01,age,-20.2
Scotland,Scotland,953.5,3,828,2020-11-01,dep,-13.2
Scotland,Scotland,871.5,4,728,2020-11-01,dep,-16.5
Scotland,Scotland,1006,45-64,857,2020-11-01,age,-14.8
Scotland,Scotland,743,5 - least deprived,599,2020-11-01,dep,-19.4
Scotland,Scotland,178.5,5-11,139,2020-11-01,age,-22.1
Scotland,Scotland,1041,65-79,817,2020-11-01,age,-21.5
Scotland,Scotland,1278.5,80 and over,1155,2020-11-01,age,-9.7
Scotland,Scotland,4941.5,All,4087,2020-11-01,all,-17.3
Scotland,Scotland,2477.5,Female,2103,2020-11-01,sex,-15.1
Scotland,Scotland,1722.5,Home,1716,2020-11-01,injurylocation,-0.4
Scotland,Scotland,2464,Male,1984,2020-11-01,sex,-19.5
Scotland,Scotland,820,Other,642,2020-11-01,injurylocation,-21.7
Scotland,Scotland,2048.5,Undisclosed,1439,2020-11-01,injurylocation,-29.8
NHS Ayrshire & Arran,Health board,14,0-4,20,2020-10-01,age,42.9
NHS Dumfries & Galloway,Health board,5.5,0-4,15,2020-10-01,age,172.7
NHS Fife,Health board,17.5,0-4,19,2020-10-01,age,8.6
NHS Forth Valley,Health board,12.5,0-4,13,2020-10-01,age,4
NHS Grampian,Health board,29.5,0-4,32,2020-10-01,age,8.5
NHS Greater Glasgow & Clyde,Health board,61,0-4,57,2020-10-01,age,-6.6
NHS Highland,Health board,9,0-4,5,2020-10-01,age,-44.4
NHS Lanarkshire,Health board,31,0-4,29,2020-10-01,age,-6.5
NHS Lothian,Health board,34,0-4,32,2020-10-01,age,-5.9
NHS Tayside,Health board,22,0-4,16,2020-10-01,age,-27.3
NHS Ayrshire & Arran,Health board,129.5,1 - most deprived,123,2020-10-01,dep,-5
NHS Borders,Health board,11,1 - most deprived,5,2020-10-01,dep,-54.5
NHS Dumfries & Galloway,Health board,13,1 - most deprived,9,2020-10-01,dep,-30.8
NHS Fife,Health board,84.5,1 - most deprived,97,2020-10-01,dep,14.8
NHS Forth Valley,Health board,63,1 - most deprived,48,2020-10-01,dep,-23.8
NHS Grampian,Health board,43,1 - most deprived,40,2020-10-01,dep,-7
NHS Greater Glasgow & Clyde,Health board,545,1 - most deprived,418,2020-10-01,dep,-23.3
NHS Highland,Health board,34.5,1 - most deprived,29,2020-10-01,dep,-15.9
NHS Lanarkshire,Health board,226.5,1 - most deprived,179,2020-10-01,dep,-21
NHS Lothian,Health board,108,1 - most deprived,114,2020-10-01,dep,5.6
NHS Tayside,Health board,98.5,1 - most deprived,95,2020-10-01,dep,-3.6
NHS Ayrshire & Arran,Health board,11,12-17,16,2020-10-01,age,45.5
NHS Fife,Health board,11,12-17,8,2020-10-01,age,-27.3
NHS Forth Valley,Health board,9,12-17,12,2020-10-01,age,33.3
NHS Grampian,Health board,16.5,12-17,18,2020-10-01,age,9.1
NHS Greater Glasgow & Clyde,Health board,54,12-17,41,2020-10-01,age,-24.1
NHS Highland,Health board,7.5,12-17,10,2020-10-01,age,33.3
NHS Lanarkshire,Health board,22,12-17,18,2020-10-01,age,-18.2
NHS Lothian,Health board,17,12-17,43,2020-10-01,age,152.9
NHS Tayside,Health board,20.5,12-17,16,2020-10-01,age,-22
NHS Ayrshire & Arran,Health board,18,18-24,12,2020-10-01,age,-33.3
NHS Fife,Health board,15.5,18-24,15,2020-10-01,age,-3.2
NHS Forth Valley,Health board,13.5,18-24,8,2020-10-01,age,-40.7
NHS Grampian,Health board,24.5,18-24,19,2020-10-01,age,-22.4
NHS Greater Glasgow & Clyde,Health board,66,18-24,39,2020-10-01,age,-40.9
NHS Highland,Health board,13.5,18-24,12,2020-10-01,age,-11.1
NHS Lanarkshire,Health board,32,18-24,25,2020-10-01,age,-21.9
NHS Lothian,Health board,40,18-24,30,2020-10-01,age,-25
NHS Tayside,Health board,22.5,18-24,14,2020-10-01,age,-37.8
NHS Ayrshire & Arran,Health board,93,2,82,2020-10-01,dep,-11.8
NHS Borders,Health board,20.5,2,14,2020-10-01,dep,-31.7
NHS Dumfries & Galloway,Health board,40.5,2,45,2020-10-01,dep,11.1
NHS Fife,Health board,91.5,2,103,2020-10-01,dep,12.6
NHS Forth Valley,Health board,68.5,2,51,2020-10-01,dep,-25.5
NHS Grampian,Health board,74.5,2,78,2020-10-01,dep,4.7
NHS Greater Glasgow & Clyde,Health board,240,2,180,2020-10-01,dep,-25
NHS Highland,Health board,47.5,2,43,2020-10-01,dep,-9.5
NHS Lanarkshire,Health board,191,2,156,2020-10-01,dep,-18.3
NHS Lothian,Health board,184,2,168,2020-10-01,dep,-8.7
NHS Tayside,Health board,78,2,82,2020-10-01,dep,5.1
NHS Western Isles,Health board,6,2,7,2020-10-01,dep,16.7
NHS Ayrshire & Arran,Health board,60,25-44,44,2020-10-01,age,-26.7
NHS Borders,Health board,16.5,25-44,5,2020-10-01,age,-69.7
NHS Dumfries & Galloway,Health board,18,25-44,19,2020-10-01,age,5.6
NHS Fife,Health board,53.5,25-44,52,2020-10-01,age,-2.8
NHS Forth Valley,Health board,32,25-44,42,2020-10-01,age,31.2
NHS Grampian,Health board,70.5,25-44,64,2020-10-01,age,-9.2
NHS Greater Glasgow & Clyde,Health board,215,25-44,154,2020-10-01,age,-28.4
NHS Highland,Health board,32,25-44,21,2020-10-01,age,-34.4
NHS Lanarkshire,Health board,100.5,25-44,76,2020-10-01,age,-24.4
NHS Lothian,Health board,117.5,25-44,115,2020-10-01,age,-2.1
NHS Tayside,Health board,69,25-44,50,2020-10-01,age,-27.5
NHS Western Isles,Health board,6.5,25-44,5,2020-10-01,age,-23.1
NHS Ayrshire & Arran,Health board,62,3,54,2020-10-01,dep,-12.9
NHS Borders,Health board,47.5,3,30,2020-10-01,dep,-36.8
NHS Dumfries & Galloway,Health board,63,3,74,2020-10-01,dep,17.5
NHS Fife,Health board,74.5,3,64,2020-10-01,dep,-14.1
NHS Forth Valley,Health board,53.5,3,44,2020-10-01,dep,-17.8
NHS Grampian,Health board,97.5,3,107,2020-10-01,dep,9.7
NHS Greater Glasgow & Clyde,Health board,155.5,3,119,2020-10-01,dep,-23.5
NHS Highland,Health board,118.5,3,106,2020-10-01,dep,-10.5
NHS Lanarkshire,Health board,105,3,99,2020-10-01,dep,-5.7
NHS Lothian,Health board,117,3,108,2020-10-01,dep,-7.7
NHS Shetland,Health board,4,3,8,2020-10-01,dep,100
NHS Tayside,Health board,99.5,3,75,2020-10-01,dep,-24.6
NHS Western Isles,Health board,31,3,30,2020-10-01,dep,-3.2
NHS Ayrshire & Arran,Health board,52,4,33,2020-10-01,dep,-36.5
NHS Borders,Health board,33,4,21,2020-10-01,dep,-36.4
NHS Dumfries & Galloway,Health board,19.5,4,18,2020-10-01,dep,-7.7
NHS Fife,Health board,63.5,4,60,2020-10-01,dep,-5.5
NHS Forth Valley,Health board,57,4,40,2020-10-01,dep,-29.8
NHS Grampian,Health board,139,4,132,2020-10-01,dep,-5
NHS Greater Glasgow & Clyde,Health board,132,4,115,2020-10-01,dep,-12.9
NHS Highland,Health board,56,4,73,2020-10-01,dep,30.4
NHS Lanarkshire,Health board,84.5,4,74,2020-10-01,dep,-12.4
NHS Lothian,Health board,111.5,4,155,2020-10-01,dep,39
NHS Orkney,Health board,13.5,4,6,2020-10-01,dep,-55.6
NHS Shetland,Health board,8,4,9,2020-10-01,dep,12.5
NHS Tayside,Health board,116.5,4,97,2020-10-01,dep,-16.7
NHS Ayrshire & Arran,Health board,82.5,45-64,56,2020-10-01,age,-32.1
NHS Borders,Health board,19,45-64,18,2020-10-01,age,-5.3
NHS Dumfries & Galloway,Health board,26,45-64,23,2020-10-01,age,-11.5
NHS Fife,Health board,53.5,45-64,78,2020-10-01,age,45.8
NHS Forth Valley,Health board,60,45-64,45,2020-10-01,age,-25
NHS Grampian,Health board,95,45-64,78,2020-10-01,age,-17.9
NHS Greater Glasgow & Clyde,Health board,272,45-64,196,2020-10-01,age,-27.9
NHS Highland,Health board,68.5,45-64,60,2020-10-01,age,-12.4
NHS Lanarkshire,Health board,149,45-64,141,2020-10-01,age,-5.4
NHS Lothian,Health board,139.5,45-64,122,2020-10-01,age,-12.5
NHS Tayside,Health board,75.5,45-64,82,2020-10-01,age,8.6
NHS Western Isles,Health board,13.5,45-64,8,2020-10-01,age,-40.7
NHS Ayrshire & Arran,Health board,33.5,5 - least deprived,44,2020-10-01,dep,31.3
NHS Borders,Health board,8,5 - least deprived,8,2020-10-01,dep,0
NHS Dumfries & Galloway,Health board,11,5 - least deprived,7,2020-10-01,dep,-36.4
NHS Fife,Health board,51.5,5 - least deprived,51,2020-10-01,dep,-1
NHS Forth Valley,Health board,35.5,5 - least deprived,41,2020-10-01,dep,15.5
NHS Grampian,Health board,104,5 - least deprived,86,2020-10-01,dep,-17.3
NHS Greater Glasgow & Clyde,Health board,187.5,5 - least deprived,159,2020-10-01,dep,-15.2
NHS Highland,Health board,17.5,5 - least deprived,20,2020-10-01,dep,14.3
NHS Lanarkshire,Health board,61,5 - least deprived,58,2020-10-01,dep,-4.9
NHS Lothian,Health board,168.5,5 - least deprived,180,2020-10-01,dep,6.8
NHS Tayside,Health board,73,5 - least deprived,66,2020-10-01,dep,-9.6
NHS Ayrshire & Arran,Health board,15.5,5-11,18,2020-10-01,age,16.1
NHS Dumfries & Galloway,Health board,5.5,5-11,10,2020-10-01,age,81.8
NHS Fife,Health board,12.5,5-11,14,2020-10-01,age,12
NHS Forth Valley,Health board,13,5-11,13,2020-10-01,age,0
NHS Grampian,Health board,21,5-11,20,2020-10-01,age,-4.8
NHS Greater Glasgow & Clyde,Health board,54,5-11,58,2020-10-01,age,7.4
NHS Highland,Health board,12,5-11,7,2020-10-01,age,-41.7
NHS Lanarkshire,Health board,34,5-11,28,2020-10-01,age,-17.6
NHS Lothian,Health board,21,5-11,24,2020-10-01,age,14.3
NHS Tayside,Health board,21,5-11,26,2020-10-01,age,23.8
NHS Ayrshire & Arran,Health board,73,65-79,85,2020-10-01,age,16.4
NHS Borders,Health board,24,65-79,11,2020-10-01,age,-54.2
NHS Dumfries & Galloway,Health board,36,65-79,26,2020-10-01,age,-27.8
NHS Fife,Health board,79.5,65-79,72,2020-10-01,age,-9.4
NHS Forth Valley,Health board,62,65-79,30,2020-10-01,age,-51.6
NHS Grampian,Health board,92,65-79,105,2020-10-01,age,14.1
NHS Greater Glasgow & Clyde,Health board,238.5,65-79,198,2020-10-01,age,-17
NHS Highland,Health board,61.5,65-79,70,2020-10-01,age,13.8
NHS Lanarkshire,Health board,147.5,65-79,113,2020-10-01,age,-23.4
NHS Lothian,Health board,146,65-79,147,2020-10-01,age,0.7
NHS Shetland,Health board,3,65-79,9,2020-10-01,age,200
NHS Tayside,Health board,91,65-79,69,2020-10-01,age,-24.2
NHS Western Isles,Health board,4.5,65-79,7,2020-10-01,age,55.6
NHS Ayrshire & Arran,Health board,96,80 and over,85,2020-10-01,age,-11.5
NHS Borders,Health board,35,80 and over,31,2020-10-01,age,-11.4
NHS Dumfries & Galloway,Health board,44,80 and over,52,2020-10-01,age,18.2
NHS Fife,Health board,122.5,80 and over,117,2020-10-01,age,-4.5
NHS Forth Valley,Health board,75.5,80 and over,61,2020-10-01,age,-19.2
NHS Grampian,Health board,109,80 and over,107,2020-10-01,age,-1.8
NHS Greater Glasgow & Clyde,Health board,299.5,80 and over,248,2020-10-01,age,-17.2
NHS Highland,Health board,70,80 and over,86,2020-10-01,age,22.9
NHS Lanarkshire,Health board,152,80 and over,136,2020-10-01,age,-10.5
NHS Lothian,Health board,174,80 and over,212,2020-10-01,age,21.8
NHS Shetland,Health board,1.5,80 and over,5,2020-10-01,age,233.3
NHS Tayside,Health board,144,80 and over,142,2020-10-01,age,-1.4
NHS Western Isles,Health board,9,80 and over,12,2020-10-01,age,33.3
NHS Ayrshire & Arran,Health board,370,All,336,2020-10-01,all,-9.2
NHS Borders,Health board,120,All,78,2020-10-01,all,-35
NHS Dumfries & Galloway,Health board,147,All,153,2020-10-01,all,4.1
NHS Fife,Health board,365.5,All,375,2020-10-01,all,2.6
NHS Forth Valley,Health board,277.5,All,224,2020-10-01,all,-19.3
NHS Grampian,Health board,458,All,443,2020-10-01,all,-3.3
NHS Greater Glasgow & Clyde,Health board,1260,All,991,2020-10-01,all,-21.3
NHS Highland,Health board,274,All,271,2020-10-01,all,-1.1
NHS Lanarkshire,Health board,668,All,566,2020-10-01,all,-15.3
NHS Lothian,Health board,689,All,725,2020-10-01,all,5.2
NHS Orkney,Health board,18.5,All,7,2020-10-01,all,-62.2
NHS Shetland,Health board,12.5,All,20,2020-10-01,all,60
NHS Tayside,Health board,465.5,All,415,2020-10-01,all,-10.8
NHS Western Isles,Health board,37,All,37,2020-10-01,all,0
NHS Ayrshire & Arran,Health board,195.5,Female,169,2020-10-01,sex,-13.6
NHS Borders,Health board,62,Female,53,2020-10-01,sex,-14.5
NHS Dumfries & Galloway,Health board,75,Female,74,2020-10-01,sex,-1.3
NHS Fife,Health board,187,Female,204,2020-10-01,sex,9.1
NHS Forth Valley,Health board,136,Female,102,2020-10-01,sex,-25
NHS Grampian,Health board,232,Female,212,2020-10-01,sex,-8.6
NHS Greater Glasgow & Clyde,Health board,626,Female,524,2020-10-01,sex,-16.3
NHS Highland,Health board,134.5,Female,133,2020-10-01,sex,-1.1
NHS Lanarkshire,Health board,320,Female,264,2020-10-01,sex,-17.5
NHS Lothian,Health board,339.5,Female,409,2020-10-01,sex,20.5
NHS Shetland,Health board,6,Female,10,2020-10-01,sex,66.7
NHS Tayside,Health board,235.5,Female,210,2020-10-01,sex,-10.8
NHS Western Isles,Health board,13.5,Female,20,2020-10-01,sex,48.1
NHS Ayrshire & Arran,Health board,129.5,Home,139,2020-10-01,injurylocation,7.3
NHS Borders,Health board,51.5,Home,49,2020-10-01,injurylocation,-4.9
NHS Dumfries & Galloway,Health board,62.5,Home,88,2020-10-01,injurylocation,40.8
NHS Fife,Health board,140,Home,172,2020-10-01,injurylocation,22.9
NHS Forth Valley,Health board,84,Home,96,2020-10-01,injurylocation,14.3
NHS Grampian,Health board,178,Home,203,2020-10-01,injurylocation,14
NHS Greater Glasgow & Clyde,Health board,315.5,Home,322,2020-10-01,injurylocation,2.1
NHS Highland,Health board,91,Home,98,2020-10-01,injurylocation,7.7
NHS Lanarkshire,Health board,180,Home,174,2020-10-01,injurylocation,-3.3
NHS Lothian,Health board,256.5,Home,339,2020-10-01,injurylocation,32.2
NHS Shetland,Health board,3.5,Home,14,2020-10-01,injurylocation,300
NHS Tayside,Health board,187.5,Home,172,2020-10-01,injurylocation,-8.3
NHS Western Isles,Health board,10,Home,11,2020-10-01,injurylocation,10
NHS Ayrshire & Arran,Health board,174.5,Male,167,2020-10-01,sex,-4.3
NHS Borders,Health board,58,Male,25,2020-10-01,sex,-56.9
NHS Dumfries & Galloway,Health board,72,Male,79,2020-10-01,sex,9.7
NHS Fife,Health board,178.5,Male,171,2020-10-01,sex,-4.2
NHS Forth Valley,Health board,141.5,Male,122,2020-10-01,sex,-13.8
NHS Grampian,Health board,226,Male,231,2020-10-01,sex,2.2
NHS Greater Glasgow & Clyde,Health board,634,Male,467,2020-10-01,sex,-26.3
NHS Highland,Health board,139.5,Male,138,2020-10-01,sex,-1.1
NHS Lanarkshire,Health board,348,Male,302,2020-10-01,sex,-13.2
NHS Lothian,Health board,349.5,Male,316,2020-10-01,sex,-9.6
NHS Shetland,Health board,6.5,Male,10,2020-10-01,sex,53.8
NHS Tayside,Health board,230,Male,205,2020-10-01,sex,-10.9
NHS Western Isles,Health board,23.5,Male,17,2020-10-01,sex,-27.7
NHS Ayrshire & Arran,Health board,61,Other,61,2020-10-01,injurylocation,0
NHS Borders,Health board,22,Other,12,2020-10-01,injurylocation,-45.5
NHS Dumfries & Galloway,Health board,40,Other,29,2020-10-01,injurylocation,-27.5
NHS Fife,Health board,68.5,Other,68,2020-10-01,injurylocation,-0.7
NHS Forth Valley,Health board,40.5,Other,27,2020-10-01,injurylocation,-33.3
NHS Grampian,Health board,101,Other,96,2020-10-01,injurylocation,-5
NHS Greater Glasgow & Clyde,Health board,162.5,Other,114,2020-10-01,injurylocation,-29.8
NHS Highland,Health board,51,Other,37,2020-10-01,injurylocation,-27.5
NHS Lanarkshire,Health board,98.5,Other,72,2020-10-01,injurylocation,-26.9
NHS Lothian,Health board,138,Other,113,2020-10-01,injurylocation,-18.1
NHS Tayside,Health board,83,Other,76,2020-10-01,injurylocation,-8.4
NHS Ayrshire & Arran,Health board,151,Undisclosed,108,2020-10-01,injurylocation,-28.5
NHS Borders,Health board,33,Undisclosed,7,2020-10-01,injurylocation,-78.8
NHS Dumfries & Galloway,Health board,27.5,Undisclosed,25,2020-10-01,injurylocation,-9.1
NHS Fife,Health board,117,Undisclosed,107,2020-10-01,injurylocation,-8.5
NHS Forth Valley,Health board,133,Undisclosed,88,2020-10-01,injurylocation,-33.8
NHS Grampian,Health board,134.5,Undisclosed,101,2020-10-01,injurylocation,-24.9
NHS Greater Glasgow & Clyde,Health board,701.5,Undisclosed,488,2020-10-01,injurylocation,-30.4
NHS Highland,Health board,106,Undisclosed,109,2020-10-01,injurylocation,2.8
NHS Lanarkshire,Health board,354,Undisclosed,278,2020-10-01,injurylocation,-21.5
NHS Lothian,Health board,235,Undisclosed,215,2020-10-01,injurylocation,-8.5
NHS Tayside,Health board,152,Undisclosed,124,2020-10-01,injurylocation,-18.4
NHS Western Isles,Health board,18.5,Undisclosed,19,2020-10-01,injurylocation,2.7
Aberdeen City,HSC partnership,10.5,0-4,17,2020-10-01,age,61.9
Aberdeenshire,HSC partnership,11.5,0-4,10,2020-10-01,age,-13
